x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.6.17,1901-06-17 00:00:00,NL,1901,6,17,7.8,,4.4,,11.1,,1.5,,1.5,,0,,,,,,,,0,,10.2,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.6.18,1901-06-18 00:00:00,NL,1901,6,18,9.5,,5,,13.9,,4.1,,4.1,,0,,,,,,,,0,,8.5,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.6.19,1901-06-19 00:00:00,NL,1901,6,19,7.8,,2.8,,12.8,,0,,0,,0,,,,,,,,0,,10.2,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.6.20,1901-06-20 00:00:00,NL,1901,6,20,12.5,,3.9,,21.1,,0,,0,,0,,,,,,,,0,,5.5,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.6.21,1901-06-21 00:00:00,NL,1901,6,21,16.4,,8.9,,23.9,,0,,0,,0,,,,,,,,0,,1.6,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.6.22,1901-06-22 00:00:00,NL,1901,6,22,13.6,,8.9,,18.3,,2.5,,2.5,,0,,,,,,,,0,,4.4,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.6.23,1901-06-23 00:00:00,NL,1901,6,23,13.4,,8.9,,17.8,,0,,0,,0,,,,,,,,0,,4.6,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.6.24,1901-06-24 00:00:00,NL,1901,6,24,7.3,,5.6,,8.9,,0,,0,,0,,,,,,,,0,,10.7,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.6.25,1901-06-25 00:00:00,NL,1901,6,25,10.3,,5,,15.6,,1,,1,,0,,,,,,,,0,,7.7,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.6.26,1901-06-26 00:00:00,NL,1901,6,26,11.4,,7.2,,15.6,,15.2,,15.2,,0,,,,,,,,0,,6.6,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.6.27,1901-06-27 00:00:00,NL,1901,6,27,8.9,,4.4,,13.3,,3.6,,3.6,,0,,,,,,,,0,,9.1,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.6.28,1901-06-28 00:00:00,NL,1901,6,28,8.9,,4.4,,13.3,,4.1,,4.1,,0,,,,,,,,0,,9.1,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.6.29,1901-06-29 00:00:00,NL,1901,6,29,6.1,,2.2,,10,,0,,0,,0,,,,,,,,0,,11.9,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.6.30,1901-06-30 00:00:00,NL,1901,6,30,13.9,,4.4,,23.3,,0,,0,,0,,,,,,,,0,,4.1,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.7.1,1901-07-01 00:00:00,NL,1901,7,1,20.3,,12.2,,28.3,,0,,0,,0,,,,,,,,2.3,,0,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.7.2,1901-07-02 00:00:00,NL,1901,7,2,10,,4.4,,15.6,,8.1,,8.1,,0,,,,,,,,0,,8,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.7.3,1901-07-03 00:00:00,NL,1901,7,3,6.7,,2.2,,11.1,,0,,0,,0,,,,,,,,0,,11.3,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.7.4,1901-07-04 00:00:00,NL,1901,7,4,13.9,,7.8,,20,,33,,33,,0,,,,,,,,0,,4.1,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.7.5,1901-07-05 00:00:00,NL,1901,7,5,13.3,,9.4,,17.2,,1.5,,1.5,,0,,,,,,,,0,,4.7,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.7.6,1901-07-06 00:00:00,NL,1901,7,6,10,,5.6,,14.4,,0,,0,,0,,,,,,,,0,,8,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.7.7,1901-07-07 00:00:00,NL,1901,7,7,10.6,,4.4,,16.7,,0,,0,,0,,,,,,,,0,,7.4,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.7.8,1901-07-08 00:00:00,NL,1901,7,8,8.9,,7.2,,10.6,,1,,1,,0,,,,,,,,0,,9.1,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.7.9,1901-07-09 00:00:00,NL,1901,7,9,11.4,,7.2,,15.6,,3,,3,,0,,,,,,,,0,,6.6,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.7.10,1901-07-10 00:00:00,NL,1901,7,10,14.5,,7.8,,21.1,,0,,0,,0,,,,,,,,0,,3.5,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.7.11,1901-07-11 00:00:00,NL,1901,7,11,12.3,,6.7,,17.8,,1.5,,1.5,,0,,,,,,,,0,,5.7,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.7.12,1901-07-12 00:00:00,NL,1901,7,12,18.1,,12.8,,23.3,,0,,0,,0,,,,,,,,0.1,,0,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.7.13,1901-07-13 00:00:00,NL,1901,7,13,18.4,,11.1,,25.6,,0,,0,,0,,,,,,,,0.4,,0,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.7.14,1901-07-14 00:00:00,NL,1901,7,14,15.8,,9.4,,22.2,,0,,0,,0,,,,,,,,0,,2.2,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.7.15,1901-07-15 00:00:00,NL,1901,7,15,8.3,,7.2,,9.4,,6.9,,6.9,,0,,,,,,,,0,,9.7,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.7.16,1901-07-16 00:00:00,NL,1901,7,16,8.1,,5.6,,10.6,,22.9,,22.9,,0,,,,,,,,0,,9.9,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.7.17,1901-07-17 00:00:00,NL,1901,7,17,7.8,,4.4,,11.1,,0.5,,0.5,,0,,,,,,,,0,,10.2,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.7.18,1901-07-18 00:00:00,NL,1901,7,18,10.8,,7.2,,14.4,,7.6,,7.6,,0,,,,,,,,0,,7.2,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.7.19,1901-07-19 00:00:00,NL,1901,7,19,9.7,,5,,14.4,,0,,0,,0,,,,,,,,0,,8.3,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.7.20,1901-07-20 00:00:00,NL,1901,7,20,15.8,,8.3,,23.3,,3,,3,,0,,,,,,,,0,,2.2,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.7.21,1901-07-21 00:00:00,NL,1901,7,21,17.5,,11.7,,23.3,,0,,0,,0,,,,,,,,0,,0.5,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.7.22,1901-07-22 00:00:00,NL,1901,7,22,17.2,,12.2,,22.2,,0,,0,,0,,,,,,,,0,,0.8,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.7.23,1901-07-23 00:00:00,NL,1901,7,23,20.9,,15.6,,26.1,,0.5,,0.5,,0,,,,,,,,2.9,,0,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.7.24,1901-07-24 00:00:00,NL,1901,7,24,21.4,,16.1,,26.7,,0,,0,,0,,,,,,,,3.4,,0,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.7.25,1901-07-25 00:00:00,NL,1901,7,25,15,,11.1,,18.9,,1.5,,1.5,,0,,,,,,,,0,,3,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.7.26,1901-07-26 00:00:00,NL,1901,7,26,17,,12.8,,21.1,,0,,0,,0,,,,,,,,0,,1,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.7.27,1901-07-27 00:00:00,NL,1901,7,27,13.9,,10,,17.8,,0,,0,,0,,,,,,,,0,,4.1,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.7.28,1901-07-28 00:00:00,NL,1901,7,28,15.6,,7.8,,23.3,,0,,0,,0,,,,,,,,0,,2.4,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.7.29,1901-07-29 00:00:00,NL,1901,7,29,19.5,,13.3,,25.6,,0,,0,,0,,,,,,,,1.5,,0,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.7.30,1901-07-30 00:00:00,NL,1901,7,30,14.5,,12.2,,16.7,,3.8,,3.8,,0,,,,,,,,0,,3.5,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.7.31,1901-07-31 00:00:00,NL,1901,7,31,15,,10.6,,19.4,,0,,0,,0,,,,,,,,0,,3,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.8.1,1901-08-01 00:00:00,NL,1901,8,1,19.8,,12.8,,26.7,,3,,3,,0,,,,,,,,1.8,,0,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.8.2,1901-08-02 00:00:00,NL,1901,8,2,17.2,,14.4,,20,,0,,0,,0,,,,,,,,0,,0.8,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.8.3,1901-08-03 00:00:00,NL,1901,8,3,17,,12.8,,21.1,,31,,31,,0,,,,,,,,0,,1,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.8.4,1901-08-04 00:00:00,NL,1901,8,4,21.4,,17.2,,25.6,,0.5,,0.5,,0,,,,,,,,3.4,,0,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.8.5,1901-08-05 00:00:00,NL,1901,8,5,19.8,,15.6,,23.9,,0,,0,,0,,,,,,,,1.8,,0,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.8.6,1901-08-06 00:00:00,NL,1901,8,6,19.5,,16.7,,22.2,,10.7,,10.7,,0,,,,,,,,1.5,,0,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.8.7,1901-08-07 00:00:00,NL,1901,8,7,19.7,,14.4,,25,,0,,0,,0,,,,,,,,1.7,,0,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.8.8,1901-08-08 00:00:00,NL,1901,8,8,21.4,,15.6,,27.2,,0,,0,,0,,,,,,,,3.4,,0,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.8.9,1901-08-09 00:00:00,NL,1901,8,9,19.8,,15.6,,23.9,,0,,0,,0,,,,,,,,1.8,,0,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.8.10,1901-08-10 00:00:00,NL,1901,8,10,15.6,,11.1,,20,,2.5,,2.5,,0,,,,,,,,0,,2.4,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.8.11,1901-08-11 00:00:00,NL,1901,8,11,17.5,,14.4,,20.6,,1.3,,1.3,,0,,,,,,,,0,,0.5,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.8.12,1901-08-12 00:00:00,NL,1901,8,12,14.5,,11.1,,17.8,,10.2,,10.2,,0,,,,,,,,0,,3.5,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.8.13,1901-08-13 00:00:00,NL,1901,8,13,10.6,,8.3,,12.8,,15.2,,15.2,,0,,,,,,,,0,,7.4,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.8.14,1901-08-14 00:00:00,NL,1901,8,14,13.4,,7.8,,18.9,,0,,0,,0,,,,,,,,0,,4.6,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.8.15,1901-08-15 00:00:00,NL,1901,8,15,14.2,,7.2,,21.1,,0,,0,,0,,,,,,,,0,,3.8,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.8.16,1901-08-16 00:00:00,NL,1901,8,16,17,,12.2,,21.7,,0,,0,,0,,,,,,,,0,,1,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.8.17,1901-08-17 00:00:00,NL,1901,8,17,17.8,,12.2,,23.3,,13,,13,,0,,,,,,,,0,,0.2,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.8.18,1901-08-18 00:00:00,NL,1901,8,18,16.4,,11.1,,21.7,,0,,0,,0,,,,,,,,0,,1.6,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.8.19,1901-08-19 00:00:00,NL,1901,8,19,11.4,,8.9,,13.9,,1.5,,1.5,,0,,,,,,,,0,,6.6,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.8.20,1901-08-20 00:00:00,NL,1901,8,20,13.9,,8.9,,18.9,,0,,0,,0,,,,,,,,0,,4.1,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.8.21,1901-08-21 00:00:00,NL,1901,8,21,16.7,,10.6,,22.8,,0,,0,,0,,,,,,,,0,,1.3,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.8.22,1901-08-22 00:00:00,NL,1901,8,22,13.6,,10,,17.2,,1.5,,1.5,,0,,,,,,,,0,,4.4,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.8.23,1901-08-23 00:00:00,NL,1901,8,23,15.9,,10.6,,21.1,,0,,0,,0,,,,,,,,0,,2.1,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.8.24,1901-08-24 00:00:00,NL,1901,8,24,18.6,,13.9,,23.3,,0,,0,,0,,,,,,,,0.6,,0,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.8.25,1901-08-25 00:00:00,NL,1901,8,25,19.5,,13.3,,25.6,,0,,0,,0,,,,,,,,1.5,,0,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.8.26,1901-08-26 00:00:00,NL,1901,8,26,19.5,,15.6,,23.3,,0,,0,,0,,,,,,,,1.5,,0,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.8.27,1901-08-27 00:00:00,NL,1901,8,27,16.1,,13.3,,18.9,,2.5,,2.5,,0,,,,,,,,0,,1.9,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.8.28,1901-08-28 00:00:00,NL,1901,8,28,11.7,,10,,13.3,,27.9,,27.9,,0,,,,,,,,0,,6.3,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.8.29,1901-08-29 00:00:00,NL,1901,8,29,12.5,,9.4,,15.6,,2,,2,,0,,,,,,,,0,,5.5,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.8.30,1901-08-30 00:00:00,NL,1901,8,30,15.9,,8.9,,22.8,,0,,0,,0,,,,,,,,0,,2.1,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.8.31,1901-08-31 00:00:00,NL,1901,8,31,12.5,,10.6,,14.4,,0,,0,,0,,,,,,,,0,,5.5,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.9.1,1901-09-01 00:00:00,NL,1901,9,1,17,,11.7,,22.2,,0,,0,,0,,,,,,,,0,,1,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.9.2,1901-09-02 00:00:00,NL,1901,9,2,12.8,,9.4,,16.1,,0,,0,,0,,,,,,,,0,,5.2,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.9.3,1901-09-03 00:00:00,NL,1901,9,3,9.7,,3.3,,16.1,,0,,0,,0,,,,,,,,0,,8.3,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.9.4,1901-09-04 00:00:00,NL,1901,9,4,12.2,,6.1,,18.3,,0,,0,,0,,,,,,,,0,,5.8,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.9.5,1901-09-05 00:00:00,NL,1901,9,5,15.3,,9.4,,21.1,,0,,0,,0,,,,,,,,0,,2.7,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.9.6,1901-09-06 00:00:00,NL,1901,9,6,13.4,,5.6,,21.1,,0,,0,,0,,,,,,,,0,,4.6,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.9.7,1901-09-07 00:00:00,NL,1901,9,7,20.6,,15,,26.1,,0,,0,,0,,,,,,,,2.6,,0,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.9.8,1901-09-08 00:00:00,NL,1901,9,8,16.7,,8.3,,25,,0,,0,,0,,,,,,,,0,,1.3,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.9.9,1901-09-09 00:00:00,NL,1901,9,9,6.7,,4.4,,8.9,,0,,0,,0,,,,,,,,0,,11.3,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.9.10,1901-09-10 00:00:00,NL,1901,9,10,8.9,,2.2,,15.6,,0,,0,,0,,,,,,,,0,,9.1,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.9.11,1901-09-11 00:00:00,NL,1901,9,11,10,,3.3,,16.7,,2.5,,2.5,,0,,,,,,,,0,,8,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.9.12,1901-09-12 00:00:00,NL,1901,9,12,10,,3.9,,16.1,,3.3,,3.3,,0,,,,,,,,0,,8,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.9.13,1901-09-13 00:00:00,NL,1901,9,13,16.4,,12.2,,20.6,,16.3,,16.3,,0,,,,,,,,0,,1.6,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.9.14,1901-09-14 00:00:00,NL,1901,9,14,17.8,,12.8,,22.8,,0,,0,,0,,,,,,,,0,,0.2,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.9.15,1901-09-15 00:00:00,NL,1901,9,15,15,,11.7,,18.3,,0,,0,,0,,,,,,,,0,,3,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.9.16,1901-09-16 00:00:00,NL,1901,9,16,14.7,,11.1,,18.3,,0,,0,,0,,,,,,,,0,,3.3,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.9.17,1901-09-17 00:00:00,NL,1901,9,17,18.1,,15,,21.1,,0,,0,,0,,,,,,,,0.1,,0,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.9.18,1901-09-18 00:00:00,NL,1901,9,18,17.5,,13.3,,21.7,,0,,0,,0,,,,,,,,0,,0.5,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.9.19,1901-09-19 00:00:00,NL,1901,9,19,16.1,,12.8,,19.4,,4.6,,4.6,,0,,,,,,,,0,,1.9,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.9.20,1901-09-20 00:00:00,NL,1901,9,20,13.9,,8.3,,19.4,,0,,0,,0,,,,,,,,0,,4.1,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.9.21,1901-09-21 00:00:00,NL,1901,9,21,10.9,,5,,16.7,,7.6,,7.6,,0,,,,,,,,0,,7.1,,,,,
-52.7,47.56666666666667,ST JOHN'S,8403500,8403500.1901.9.22,1901-09-22 00:00:00,NL,1901,9,22,11.2,,5.6,,16.7,,0,,0,,0,,,,,,,,0,,6.8,,,,,
